country,group,subgroup,age,score,count,id
United Kingdom of Great Britain and Northern Ireland,major,biology,23.273000000000003,42.181999999999995,11.0,826
United Kingdom of Great Britain and Northern Ireland,major,business,33.625,59.75,8.0,826
United Kingdom of Great Britain and Northern Ireland,major,chemistry,30.666999999999998,60.5,6.0,826
United Kingdom of Great Britain and Northern Ireland,major,computer science,23.429000000000002,26.429000000000002,7.0,826
United Kingdom of Great Britain and Northern Ireland,major,economics,39.75,65.625,8.0,826
United Kingdom of Great Britain and Northern Ireland,major,education,44.545,36.818000000000005,11.0,826
United Kingdom of Great Britain and Northern Ireland,major,engineering,29.308000000000003,62.153999999999996,13.0,826
United Kingdom of Great Britain and Northern Ireland,major,english,34.607,49.143,28.0,826
United Kingdom of Great Britain and Northern Ireland,major,history,41.0,59.461999999999996,13.0,826
United Kingdom of Great Britain and Northern Ireland,major,information technology,31.333000000000002,86.667,3.0,826
United Kingdom of Great Britain and Northern Ireland,major,law,26.333000000000002,39.333,9.0,826
United Kingdom of Great Britain and Northern Ireland,major,management,30.0,114.0,1.0,826
United Kingdom of Great Britain and Northern Ireland,major,mathematics,23.6,43.9,10.0,826
United Kingdom of Great Britain and Northern Ireland,major,medicine,37.5,35.0,10.0,826
United Kingdom of Great Britain and Northern Ireland,major,music,31.090999999999998,56.364,11.0,826
United Kingdom of Great Britain and Northern Ireland,major,nursing,39.214,48.286,14.0,826
United Kingdom of Great Britain and Northern Ireland,major,physics,22.166999999999998,72.0,6.0,826
United Kingdom of Great Britain and Northern Ireland,major,psychology,26.785999999999998,51.75,56.0,826
United Kingdom of Great Britain and Northern Ireland,major,science,36.5,77.5,2.0,826
United Kingdom of Great Britain and Northern Ireland,major,sociology,33.667,55.5,12.0,826
Greece,major,art,32.0,8.0,1.0,300
Greece,major,biology,40.0,40.0,1.0,300
Greece,major,business,23.0,30.0,1.0,300
Greece,major,chemistry,22.333000000000002,50.667,3.0,300
Greece,major,economics,24.0,44.0,2.0,300
Greece,major,engineering,37.5,24.5,4.0,300
Greece,major,law,46.0,18.0,1.0,300
Greece,major,mathematics,24.0,53.0,1.0,300
Greece,major,medicine,35.0,54.5,2.0,300
Greece,major,nursing,27.0,86.0,1.0,300
Greece,major,political science,50.0,24.0,1.0,300
Greece,major,psychology,30.333000000000002,54.333,3.0,300
Greece,major,sociology,23.0,70.0,1.0,300
Hong Kong,major,accounting,24.333000000000002,55.0,3.0,344
Hong Kong,major,biology,25.0,12.0,1.0,344
Hong Kong,major,business,21.0,40.0,2.0,344
Hong Kong,major,communication,20.0,45.0,1.0,344
Hong Kong,major,computer science,20.0,60.0,1.0,344
Hong Kong,major,engineering,23.0,65.0,2.0,344
Hong Kong,major,english,29.5,40.5,2.0,344
Hong Kong,major,information technology,18.0,86.0,1.0,344
Hong Kong,major,mathematics,34.0,117.0,1.0,344
Hong Kong,major,medicine,21.0,28.0,1.0,344
Hong Kong,major,psychology,26.333000000000002,54.0,3.0,344
Croatia,major,chemistry,32.0,75.333,3.0,191
Croatia,major,computer science,42.0,39.0,1.0,191
Croatia,major,engineering,31.0,47.0,1.0,191
Croatia,major,law,21.333000000000002,53.667,3.0,191
Croatia,major,medicine,40.0,3.0,1.0,191
Croatia,major,physics,30.0,56.0,1.0,191
Croatia,major,psychology,28.4,30.8,5.0,191
Indonesia,major,accounting,22.714000000000002,52.286,7.0,360
Indonesia,major,architecutre,24.4,64.8,5.0,360
Indonesia,major,art,20.666999999999998,53.0,3.0,360
Indonesia,major,biology,22.285999999999998,49.714,7.0,360
Indonesia,major,business,21.75,63.375,8.0,360
Indonesia,major,communication,21.25,62.75,8.0,360
Indonesia,major,computer science,21.5,47.625,8.0,360
Indonesia,major,economics,22.0,39.0,7.0,360
Indonesia,major,education,24.333000000000002,79.333,3.0,360
Indonesia,major,engineering,24.211,53.316,19.0,360
Indonesia,major,english,21.976999999999997,57.698,43.0,360
Indonesia,major,history,18.0,83.0,1.0,360
Indonesia,major,information technology,22.5,77.0,2.0,360
Indonesia,major,law,21.278000000000002,57.388999999999996,18.0,360
Indonesia,major,management,21.666999999999998,47.0,9.0,360
Indonesia,major,mathematics,20.0,78.0,1.0,360
Indonesia,major,medicine,23.947,44.211000000000006,19.0,360
Indonesia,major,nursing,20.5,68.5,2.0,360
Indonesia,major,physics,25.0,89.0,1.0,360
Indonesia,major,political science,24.5,25.5,2.0,360
Indonesia,major,psychology,20.759,64.828,29.0,360
Indonesia,major,science,25.0,61.5,2.0,360
Ireland,major,chemistry,31.0,19.0,1.0,372
Ireland,major,computer science,23.333000000000002,42.333,3.0,372
Ireland,major,economics,20.0,31.0,1.0,372
Ireland,major,engineering,32.0,44.5,2.0,372
Ireland,major,english,20.0,76.0,1.0,372
Ireland,major,history,27.666999999999998,88.0,3.0,372
Ireland,major,law,40.5,65.5,4.0,372
Ireland,major,management,42.0,27.0,1.0,372
Ireland,major,mathematics,21.0,74.0,1.0,372
Ireland,major,medicine,23.0,82.0,1.0,372
Ireland,major,nursing,47.0,62.0,1.0,372
Ireland,major,physics,42.0,50.5,2.0,372
Ireland,major,psychology,27.0,39.5,4.0,372
India,major,accounting,27.333000000000002,44.0,3.0,356
India,major,architecutre,29.5,73.0,2.0,356
India,major,biology,22.5,29.5,2.0,356
India,major,business,27.5,61.375,8.0,356
India,major,chemistry,24.333000000000002,72.333,3.0,356
India,major,computer science,26.053,48.736999999999995,19.0,356
India,major,economics,29.857,52.143,7.0,356
India,major,education,35.5,45.0,2.0,356
India,major,engineering,25.592,54.408,49.0,356
India,major,english,24.81,58.0,21.0,356
India,major,law,21.875,59.625,8.0,356
India,major,management,41.5,49.75,4.0,356
India,major,mathematics,28.333000000000002,32.667,3.0,356
India,major,medicine,25.538,47.077,13.0,356
India,major,physics,26.833000000000002,52.833,6.0,356
India,major,political science,30.0,78.4,5.0,356
India,major,psychology,24.48,59.28,25.0,356
India,major,science,29.5,46.0,4.0,356
Italy,major,art,32.333,83.667,3.0,380
Italy,major,biology,21.5,67.0,2.0,380
Italy,major,communication,23.0,65.0,1.0,380
Italy,major,computer science,25.0,53.0,1.0,380
Italy,major,engineering,24.5,49.0,2.0,380
Italy,major,english,23.0,50.0,1.0,380
Italy,major,history,32.0,77.0,1.0,380
Italy,major,information technology,22.0,58.0,3.0,380
Italy,major,law,30.333000000000002,50.667,3.0,380
Italy,major,mathematics,29.5,26.5,2.0,380
Italy,major,medicine,26.0,35.5,2.0,380
Italy,major,nursing,19.0,121.0,1.0,380
Italy,major,physics,28.666999999999998,33.667,3.0,380
Italy,major,psychology,23.4,65.4,10.0,380
Italy,major,sociology,47.0,58.0,1.0,380
Japan,major,accounting,28.0,34.0,1.0,392
Japan,major,biology,27.0,51.0,1.0,392
Japan,major,chemistry,18.0,55.0,1.0,392
Japan,major,computer science,22.0,57.333,3.0,392
Japan,major,economics,22.0,48.0,1.0,392
Japan,major,education,21.0,61.0,1.0,392
Japan,major,engineering,22.083000000000002,36.625,24.0,392
Japan,major,physics,30.0,66.5,2.0,392
Japan,major,sociology,25.0,58.0,1.0,392
Mexico,major,accounting,23.0,14.0,1.0,484
Mexico,major,art,27.0,74.333,3.0,484
Mexico,major,business,21.0,51.0,1.0,484
Mexico,major,communication,22.0,63.0,2.0,484
Mexico,major,computer science,22.0,44.0,2.0,484
Mexico,major,education,36.0,54.0,1.0,484
Mexico,major,engineering,21.5,34.5,6.0,484
Mexico,major,english,27.0,64.5,2.0,484
Mexico,major,history,34.5,40.0,2.0,484
Mexico,major,law,19.0,20.0,1.0,484
Mexico,major,management,21.0,66.0,1.0,484
Mexico,major,medicine,20.666999999999998,33.667,3.0,484
Mexico,major,music,25.0,74.0,1.0,484
Mexico,major,physics,20.0,63.5,2.0,484
Mexico,major,political science,22.0,86.0,1.0,484
Mexico,major,psychology,20.714000000000002,59.714,7.0,484
Malaysia,major,accounting,21.8,60.543,35.0,458
Malaysia,major,architecutre,23.125,62.0,8.0,458
Malaysia,major,art,24.0,49.5,4.0,458
Malaysia,major,biology,21.0,48.75,8.0,458
Malaysia,major,business,21.7,59.2,40.0,458
Malaysia,major,chemistry,21.0,44.428999999999995,7.0,458
Malaysia,major,communication,23.9,45.6,10.0,458
Malaysia,major,computer science,23.214000000000002,57.107,28.0,458
Malaysia,major,economics,29.25,59.25,4.0,458
Malaysia,major,education,25.529,52.706,17.0,458
Malaysia,major,engineering,23.139,55.818999999999996,72.0,458
Malaysia,major,english,20.909000000000002,61.273,33.0,458
Malaysia,major,history,23.666999999999998,54.0,3.0,458
Malaysia,major,information technology,29.143,60.428999999999995,7.0,458
Malaysia,major,law,22.721999999999998,66.056,18.0,458
Malaysia,major,management,23.0,53.556000000000004,9.0,458
Malaysia,major,mathematics,23.0,51.667,3.0,458
Malaysia,major,medicine,22.386999999999997,55.129,31.0,458
Malaysia,major,music,26.5,62.5,2.0,458
Malaysia,major,nursing,23.6,48.4,10.0,458
Malaysia,major,physics,24.0,63.333,3.0,458
Malaysia,major,psychology,22.311999999999998,51.968999999999994,32.0,458
Malaysia,major,science,20.429000000000002,46.428999999999995,14.0,458
Malaysia,major,sociology,23.5,62.0,6.0,458
Netherlands,major,accounting,27.0,50.0,1.0,528
Netherlands,major,art,25.0,33.0,1.0,528
Netherlands,major,biology,16.0,23.0,1.0,528
Netherlands,major,chemistry,31.0,72.5,2.0,528
Netherlands,major,computer science,20.0,107.0,1.0,528
Netherlands,major,engineering,21.0,61.0,3.0,528
Netherlands,major,english,24.5,52.5,2.0,528
Netherlands,major,history,37.0,30.0,1.0,528
Netherlands,major,law,21.0,71.0,3.0,528
Netherlands,major,management,25.0,38.0,1.0,528
Netherlands,major,mathematics,33.0,47.0,1.0,528
Netherlands,major,medicine,55.0,76.0,1.0,528
Netherlands,major,music,28.0,45.0,1.0,528
Netherlands,major,physics,26.0,11.5,2.0,528
Netherlands,major,psychology,30.2,38.8,5.0,528
Netherlands,major,science,41.0,13.0,1.0,528
Netherlands,major,sociology,39.0,33.0,1.0,528
New Zealand,major,accounting,20.25,47.0,8.0,554
New Zealand,major,architecutre,20.0,51.0,1.0,554
New Zealand,major,art,37.5,50.0,2.0,554
New Zealand,major,biology,43.0,34.0,3.0,554
New Zealand,major,business,21.375,54.625,8.0,554
New Zealand,major,chemistry,25.0,38.0,1.0,554
New Zealand,major,communication,27.0,48.5,2.0,554
New Zealand,major,computer science,20.666999999999998,53.0,3.0,554
New Zealand,major,education,27.0,12.0,1.0,554
New Zealand,major,engineering,26.166999999999998,52.0,6.0,554
New Zealand,major,english,24.8,54.4,5.0,554
New Zealand,major,history,23.5,68.5,2.0,554
New Zealand,major,information technology,50.0,3.0,1.0,554
New Zealand,major,law,19.5,62.0,4.0,554
New Zealand,major,management,35.0,36.333,3.0,554
New Zealand,major,medicine,44.5,29.0,2.0,554
New Zealand,major,music,17.5,80.0,2.0,554
New Zealand,major,physics,62.0,30.0,1.0,554
New Zealand,major,psychology,31.455,39.0,11.0,554
New Zealand,major,science,27.570999999999998,58.714,7.0,554
Philippines,major,accounting,30.0,92.0,1.0,608
Philippines,major,architecutre,18.0,99.5,2.0,608
Philippines,major,biology,23.0,66.5,2.0,608
Philippines,major,chemistry,25.0,45.0,1.0,608
Philippines,major,communication,18.0,56.0,1.0,608
Philippines,major,computer science,23.0,93.0,2.0,608
Philippines,major,economics,20.0,21.0,1.0,608
Philippines,major,education,26.0,92.5,2.0,608
Philippines,major,english,26.666999999999998,44.667,3.0,608
Philippines,major,information technology,21.0,58.5,2.0,608
Philippines,major,nursing,22.333000000000002,65.667,3.0,608
Philippines,major,psychology,19.143,56.428999999999995,7.0,608
Philippines,major,sociology,23.0,62.0,1.0,608
Pakistan,major,biology,21.0,102.0,1.0,586
Pakistan,major,chemistry,28.5,62.0,2.0,586
Pakistan,major,communication,23.0,98.0,1.0,586
Pakistan,major,economics,19.0,73.0,1.0,586
Pakistan,major,education,21.0,37.0,1.0,586
Pakistan,major,engineering,30.0,84.0,1.0,586
Pakistan,major,english,30.5,63.667,6.0,586
Pakistan,major,law,35.0,83.0,1.0,586
Pakistan,major,management,38.0,21.0,1.0,586
Pakistan,major,mathematics,24.0,56.0,1.0,586
Pakistan,major,medicine,27.5,46.333,6.0,586
Pakistan,major,psychology,20.75,54.5,8.0,586
Pakistan,major,sociology,25.5,96.0,2.0,586
Poland,major,architecutre,20.0,54.0,1.0,616
Poland,major,biology,20.0,77.0,2.0,616
Poland,major,communication,28.0,107.0,1.0,616
Poland,major,computer science,31.0,40.667,3.0,616
Poland,major,economics,25.8,47.2,5.0,616
Poland,major,engineering,44.333,34.667,3.0,616
Poland,major,english,25.5,61.0,6.0,616
Poland,major,information technology,27.4,85.8,5.0,616
Poland,major,law,27.0,67.0,1.0,616
Poland,major,management,26.333000000000002,61.667,3.0,616
Poland,major,mathematics,23.0,21.0,1.0,616
Poland,major,medicine,21.5,75.5,2.0,616
Poland,major,physics,42.0,58.0,1.0,616
Poland,major,psychology,21.5,59.833,6.0,616
Poland,major,sociology,31.0,41.333,3.0,616
Portugal,major,accounting,19.0,87.0,1.0,620
Portugal,major,architecutre,26.0,21.5,2.0,620
Portugal,major,computer science,19.0,50.0,1.0,620
Portugal,major,engineering,22.0,39.0,2.0,620
Portugal,major,history,35.0,18.0,1.0,620
Portugal,major,information technology,35.0,108.0,1.0,620
Portugal,major,law,45.0,73.0,1.0,620
Portugal,major,mathematics,51.0,44.0,2.0,620
Portugal,major,psychology,21.4,54.2,5.0,620
Romania,major,biology,19.0,86.0,1.0,642
Romania,major,business,37.4,46.8,5.0,642
Romania,major,computer science,28.25,44.25,4.0,642
Romania,major,economics,28.833000000000002,58.0,6.0,642
Romania,major,engineering,35.667,36.0,3.0,642
Romania,major,english,25.0,42.667,3.0,642
Romania,major,information technology,22.0,31.0,1.0,642
Romania,major,law,25.0,72.0,3.0,642
Romania,major,mathematics,22.0,21.0,1.0,642
Romania,major,medicine,27.666999999999998,40.333,3.0,642
Romania,major,psychology,23.5,31.5,6.0,642
Romania,major,sociology,29.0,93.5,2.0,642
Serbia,major,architecutre,39.5,27.5,2.0,688
Serbia,major,computer science,39.0,26.0,1.0,688
Serbia,major,economics,20.0,60.0,1.0,688
Serbia,major,english,27.0,47.667,3.0,688
Serbia,major,history,22.0,68.0,1.0,688
Serbia,major,information technology,36.0,74.0,1.0,688
Serbia,major,law,36.0,22.0,2.0,688
Serbia,major,mathematics,19.5,39.5,2.0,688
Serbia,major,physics,27.0,47.0,1.0,688
Serbia,major,psychology,27.333000000000002,43.333,3.0,688
Serbia,major,science,22.0,8.0,1.0,688
Russian Federation,major,biology,22.0,48.0,1.0,643
Russian Federation,major,business,24.0,90.0,1.0,643
Russian Federation,major,computer science,20.0,40.25,4.0,643
Russian Federation,major,engineering,18.5,74.5,2.0,643
Russian Federation,major,english,18.0,89.0,1.0,643
Russian Federation,major,mathematics,26.0,43.0,1.0,643
Russian Federation,major,medicine,22.666999999999998,52.667,6.0,643
Russian Federation,major,music,26.0,19.0,1.0,643
Russian Federation,major,physics,17.0,59.0,1.0,643
Russian Federation,major,psychology,24.25,40.5,4.0,643
Saudi Arabia,major,architecutre,22.0,107.0,1.0,682
Saudi Arabia,major,chemistry,25.0,62.0,1.0,682
Saudi Arabia,major,computer science,34.0,30.0,1.0,682
Saudi Arabia,major,economics,32.0,61.0,1.0,682
Saudi Arabia,major,engineering,17.0,67.0,1.0,682
Saudi Arabia,major,english,32.8,54.6,5.0,682
Saudi Arabia,major,medicine,21.5,78.833,6.0,682
Saudi Arabia,major,nursing,27.5,18.0,2.0,682
Saudi Arabia,major,psychology,24.0,25.75,4.0,682
Sweden,major,art,42.0,65.0,1.0,752
Sweden,major,biology,59.0,46.0,1.0,752
Sweden,major,computer science,57.0,100.0,1.0,752
Sweden,major,economics,46.0,51.0,1.0,752
Sweden,major,english,38.0,53.0,1.0,752
Sweden,major,information technology,20.0,77.0,1.0,752
Sweden,major,mathematics,53.0,46.0,1.0,752
Sweden,major,medicine,22.5,51.0,2.0,752
Sweden,major,music,19.0,60.0,1.0,752
Sweden,major,political science,44.0,64.0,1.0,752
Sweden,major,psychology,34.8,51.8,5.0,752
Sweden,major,sociology,34.667,46.333,3.0,752
Singapore,major,accounting,22.4,49.6,5.0,702
Singapore,major,architecutre,20.5,30.0,2.0,702
Singapore,major,art,21.0,89.0,1.0,702
Singapore,major,biology,24.5,36.5,2.0,702
Singapore,major,business,26.0,49.5,8.0,702
Singapore,major,chemistry,25.0,20.0,2.0,702
Singapore,major,computer science,23.0,30.333000000000002,3.0,702
Singapore,major,economics,45.0,5.0,1.0,702
Singapore,major,education,42.0,60.0,1.0,702
Singapore,major,engineering,28.0,53.167,6.0,702
Singapore,major,english,33.667,45.443999999999996,9.0,702
Singapore,major,history,25.0,86.0,2.0,702
Singapore,major,information technology,30.0,71.0,2.0,702
Singapore,major,law,33.5,39.75,4.0,702
Singapore,major,management,28.0,18.0,1.0,702
Singapore,major,mathematics,26.5,49.0,2.0,702
Singapore,major,medicine,34.5,25.5,2.0,702
Singapore,major,music,23.5,83.5,2.0,702
Singapore,major,nursing,23.0,32.0,2.0,702
Singapore,major,psychology,22.5,67.75,8.0,702
Singapore,major,science,26.333000000000002,72.667,3.0,702
Singapore,major,sociology,23.0,6.0,1.0,702
Turkey,major,accounting,17.0,37.0,1.0,792
Turkey,major,biology,26.5,67.0,2.0,792
Turkey,major,business,32.333,38.333,3.0,792
Turkey,major,computer science,28.0,50.0,2.0,792
Turkey,major,economics,23.0,54.0,1.0,792
Turkey,major,engineering,25.0,87.0,2.0,792
Turkey,major,english,18.333,42.0,3.0,792
Turkey,major,history,16.0,92.0,1.0,792
Turkey,major,medicine,22.0,78.667,3.0,792
Turkey,major,music,48.0,43.0,1.0,792
Turkey,major,physics,19.0,66.0,1.0,792
Turkey,major,psychology,20.4,48.8,5.0,792
United States of America,major,accounting,35.209,51.744,43.0,840
United States of America,major,architecutre,30.833000000000002,51.0,12.0,840
United States of America,major,art,32.333,59.13,54.0,840
United States of America,major,biology,26.455,48.195,123.0,840
United States of America,major,business,35.783,47.159,138.0,840
United States of America,major,chemistry,28.682,46.091,22.0,840
United States of America,major,communication,29.893,41.821000000000005,28.0,840
United States of America,major,computer science,26.713,48.897,87.0,840
United States of America,major,economics,27.090999999999998,46.727,22.0,840
United States of America,major,education,35.398,49.349,83.0,840
United States of America,major,engineering,27.090999999999998,46.141000000000005,99.0,840
United States of America,major,english,30.345,57.324,142.0,840
United States of America,major,history,37.844,50.888999999999996,45.0,840
United States of America,major,information technology,30.714000000000002,56.714,7.0,840
United States of America,major,law,33.879,49.758,33.0,840
United States of America,major,management,28.364,44.818000000000005,11.0,840
United States of America,major,mathematics,28.739,53.174,23.0,840
United States of America,major,medicine,31.219,49.938,32.0,840
United States of America,major,music,25.933000000000003,60.356,45.0,840
United States of America,major,nursing,31.735,56.928999999999995,113.0,840
United States of America,major,physics,26.25,65.958,24.0,840
United States of America,major,political science,36.333,47.888999999999996,36.0,840
United States of America,major,psychology,28.11,51.908,401.0,840
United States of America,major,science,32.524,49.333,21.0,840
United States of America,major,sociology,33.848,46.96,99.0,840
South Africa,major,accounting,26.0,47.0,2.0,710
South Africa,major,architecutre,21.0,66.0,1.0,710
South Africa,major,business,34.5,60.0,2.0,710
South Africa,major,computer science,35.0,55.0,1.0,710
South Africa,major,education,24.5,66.5,2.0,710
South Africa,major,engineering,20.0,80.0,1.0,710
South Africa,major,english,34.0,18.0,1.0,710
South Africa,major,information technology,24.5,46.5,2.0,710
South Africa,major,law,30.5,67.5,2.0,710
South Africa,major,management,24.0,62.0,1.0,710
South Africa,major,nursing,18.0,31.0,1.0,710
South Africa,major,physics,23.0,78.0,1.0,710
South Africa,major,psychology,33.6,84.2,5.0,710
South Africa,major,science,28.0,17.0,1.0,710
